source;transaction;type_bien;titre;prix_fcfa;surface_m2;prix_m2_fcfa;chambres;quartier;sous_quartier;standing;url;scraped_at
jiji;achat;appartement;20chbre Blocs d'appartements dans Immeuble R+6, Cocody à Vendre;2500000000;843;2965599;20;Cocody;;;https://jiji.co.ci/cocody/houses-apartments-for-sale/20chbre-blocs-dappartements-dans-immeuble-r-6-cocody-a-vendre-fy2eWx3JX8ixSn6UzLGFL3w6.html;2026-05-02T00:28:16+00:00
jiji;achat;villa;7chbre Duplex dans Yozalem, Cocody à Vendre;550000000;700;785714;7;Cocody;;;https://jiji.co.ci/cocody/houses-apartments-for-sale/7chbre-duplex-dans-yozalem-cocody-a-vendre-z5oD6jerZdcWM4kNj5sexD8y.html;2026-05-02T00:28:16+00:00
jiji;achat;villa;5chbre Duplex dans Ismaël Coulibaly, Cocody à Vendre;1500000;200;7500;5;Cocody;;;https://jiji.co.ci/cocody/houses-apartments-for-sale/5chbre-duplex-dans-ismael-coulibaly-cocody-a-vendre-rce4IZUwErUCAukGDmIhmHZC.html;2026-05-02T00:28:16+00:00
jiji;achat;villa;4chbre Duplex dans Francis Gweh, Cocody à Vendre;65000000;150;433333;4;Cocody;;;https://jiji.co.ci/cocody/houses-apartments-for-sale/4chbre-duplex-dans-francis-gweh-cocody-a-vendre-g9gYkEYBoJTodVGTICWMwctu.html;2026-05-02T00:28:16+00:00
jiji;achat;villa;6chbre Duplex dans Zié Multi-Service, Cocody à Vendre;125000000;200;625000;6;Cocody;;;https://jiji.co.ci/cocody/houses-apartments-for-sale/6chbre-duplex-dans-zie-multi-service-cocody-a-vendre-upxilXH702NRX91M0EpPjrzz.html;2026-05-02T00:28:16+00:00
jiji;achat;villa;5chbre Duplex dans Ismaël Coulibaly, Cocody à Vendre;75000000;300;250000;5;Cocody;;;https://jiji.co.ci/cocody/houses-apartments-for-sale/5chbre-duplex-dans-ismael-coulibaly-cocody-a-vendre-3Vee7qdJXcMfu2vVldexAObM.html;2026-05-02T00:28:16+00:00
jiji;achat;villa;5chbre Duplex dans Angré Djorobite 1, Cocody à Vendre;190000000;250;760000;5;Cocody;Angré;;https://jiji.co.ci/cocody/houses-apartments-for-sale/5chbre-duplex-dans-angre-djorobite-1-cocody-a-vendre-loryVG5Z3uYGRcFwUiqk1p9B.html;2026-05-02T00:28:16+00:00
jiji;achat;villa;Furnished 4chbre Duplex dans Ismael Coulibaly, Cocody à Vendre;1700000;700;2429;4;Cocody;;;https://jiji.co.ci/cocody/houses-apartments-for-sale/furnished-4chbre-duplex-dans-ismael-coulibaly-cocody-a-vendre-rmnE8W0PrpzYXlf27NK1DJwD.html;2026-05-02T00:28:16+00:00
jiji;achat;villa;6chbre Duplex dans Ismaël Coulibaly, Cocody à Vendre;750000;3000;250;6;Cocody;;;https://jiji.co.ci/cocody/houses-apartments-for-sale/6chbre-duplex-dans-ismael-coulibaly-cocody-a-vendre-tQKzA23qFlqQakLqA16PsPZh.html;2026-05-02T00:28:16+00:00
jiji;achat;villa;Furnished 5chbre Duplex dans Zié Multi-Service, Cocody à Vendre;180000000;200;900000;5;Cocody;;;https://jiji.co.ci/cocody/houses-apartments-for-sale/furnished-5chbre-duplex-dans-zie-multi-service-cocody-a-vendre-1HSL7FCcxipD3CzakO9vIc0B.html;2026-05-02T00:28:16+00:00
jiji;achat;villa;6chbre Duplex dans Ismaël Coulibaly, Cocody à Vendre;1800000;2000;900;6;Cocody;;;https://jiji.co.ci/cocody/houses-apartments-for-sale/6chbre-duplex-dans-ismael-coulibaly-cocody-a-vendre-wBvXC73HCYA0dSlui8LSWYR4.html;2026-05-02T00:28:16+00:00
jiji;achat;villa;8chbre Duplex dans Ismael Coulibaly, Cocody à Vendre;170000000;260;653846;8;Cocody;;;https://jiji.co.ci/cocody/houses-apartments-for-sale/8chbre-duplex-dans-ismael-coulibaly-cocody-a-vendre-rOgmhSQeXENUJbfSdZZcIz0n.html;2026-05-02T00:28:16+00:00
jiji;achat;villa;5chbre Duplex dans Star 5, Cocody à Vendre;150000000;400;375000;5;Cocody;;;https://jiji.co.ci/cocody/houses-apartments-for-sale/5chbre-duplex-dans-star-5-cocody-a-vendre-Ct2vis17Ovbd2IhA47pqMlsy.html;2026-05-02T00:28:16+00:00
jiji;achat;villa;5chbre Duplex dans Faya Ephrata, Cocody à Vendre;320000000;300;1066667;5;Cocody;Faya;;https://jiji.co.ci/cocody/houses-apartments-for-sale/5chbre-duplex-dans-faya-ephrata-cocody-a-vendre-tUSAAvVHcCvhmeCXigkQJMng.html;2026-05-02T00:28:16+00:00
jiji;achat;villa;3chbre Villa dans Ismaël Coulibaly, Bingerville à Vendre;55000000;200;275000;3;Bingerville;;;https://jiji.co.ci/bingerville/houses-apartments-for-sale/3chbre-villa-dans-ismael-coulibaly-bingerville-a-vendre-p7dOwvR0gi96XwW64sKC3h5b.html;2026-05-02T00:28:16+00:00
jiji;achat;villa;5chbre Duplex dans Cité Arcades, Cocody à Vendre;350000000;408;857843;5;Cocody;;;https://jiji.co.ci/cocody/houses-apartments-for-sale/5chbre-duplex-dans-cite-arcades-cocody-a-vendre-fLyR3hlxr3Z703CEL8VyiIYA.html;2026-05-02T00:28:16+00:00
jiji;achat;villa;6chbre Duplex dans Ismael Coulibaly, Cocody à Vendre;110000000;200;550000;6;Cocody;;;https://jiji.co.ci/cocody/houses-apartments-for-sale/6chbre-duplex-dans-ismael-coulibaly-cocody-a-vendre-mGdO3YfFfoIfFZWt8HqyImLR.html;2026-05-02T00:28:16+00:00
jiji;achat;villa;6chbre Duplex dans Francis Gweh, Cocody à Vendre;650000000;600;1083333;6;Cocody;;;https://jiji.co.ci/cocody/houses-apartments-for-sale/6chbre-duplex-dans-francis-gweh-cocody-a-vendre-kuFEmTXRcv9dPGVA5VSrMgLb.html;2026-05-02T00:28:16+00:00
jiji;achat;villa;Furnished 8chbre Duplex dans Yozalem, Cocody à Vendre;510000000;800;637500;8;Cocody;;;https://jiji.co.ci/cocody/houses-apartments-for-sale/furnished-8chbre-duplex-dans-yozalem-cocody-a-vendre-yXLjAeUw8jlcJj3jAPpcDOFG.html;2026-05-02T00:28:16+00:00
jiji;achat;villa;7chbre Duplex dans Ismaël Coulibaly, Cocody à Vendre;1000000;300;3333;7;Cocody;;;https://jiji.co.ci/cocody/houses-apartments-for-sale/7chbre-duplex-dans-ismael-coulibaly-cocody-a-vendre-dzp14HvKYiX96Aegm0dA63bC.html;2026-05-02T00:28:16+00:00
jiji;achat;appartement;Furnished 3chbre Blocs d'appartements dans Ismaël Coulibaly, Cocody;150000000;2000;75000;3;Cocody;;;https://jiji.co.ci/cocody/houses-apartments-for-sale/furnished-3chbre-blocs-dappartements-dans-ismael-coulibaly-cocody-gqBhClwEcadesUbpVPmBAEX7.html;2026-05-02T00:28:16+00:00
jiji;achat;villa;4chbre Duplex dans Ismaël Coulibaly, Bingerville à Vendre;75000000;230;326087;4;Bingerville;;;https://jiji.co.ci/bingerville/houses-apartments-for-sale/4chbre-duplex-dans-ismael-coulibaly-bingerville-a-vendre-BckTdKOFLv4D1FmOBr6ZWhLl.html;2026-05-02T00:28:16+00:00
jiji;achat;villa;4chbre Duplex dans Beraka Corporation, Cocody à Vendre;75000000;200;375000;4;Cocody;;;https://jiji.co.ci/cocody/houses-apartments-for-sale/4chbre-duplex-dans-beraka-corporation-cocody-a-vendre-psB6gmR1ZGXcoKfbMr2NUUKO.html;2026-05-02T00:28:16+00:00
jiji;achat;villa;7chbre Duplex dans Palmeraie, Cocody à Vendre;160000000;300;533333;7;Cocody;Palmeraie;;https://jiji.co.ci/cocody/houses-apartments-for-sale/7chbre-duplex-dans-palmeraie-cocody-a-vendre-hECQzhA6ytcX9Bi7Vya2lptq.html;2026-05-02T00:28:16+00:00
jiji;achat;appartement;Furnished 18chbre Blocs d'appartements dans Zié Multi-Service, Yopougon;1200000000;1000;1200000;18;Yopougon;;;https://jiji.co.ci/yopougon/houses-apartments-for-sale/furnished-18chbre-blocs-dappartements-dans-zie-multi-service-yopougon-rc8rjBvpsb5dljsVoJN5Ohai.html;2026-05-02T00:28:16+00:00
jiji;achat;villa;5chbre Duplex dans Zié Multi-Service, Cocody à Vendre;450000000;1180;381356;5;Cocody;;;https://jiji.co.ci/cocody/houses-apartments-for-sale/5chbre-duplex-dans-zie-multi-service-cocody-a-vendre-nrqSRA1PxqoagFGGdWvpbnLu.html;2026-05-02T00:28:16+00:00
jiji;achat;villa;3chbre Duplex dans Ismael Coulibaly, Cocody à Vendre;50000000;250;200000;3;Cocody;;;https://jiji.co.ci/cocody/houses-apartments-for-sale/3chbre-duplex-dans-ismael-coulibaly-cocody-a-vendre-wSgUIUobznzIXsfUgtPcegPJ.html;2026-05-02T00:28:16+00:00
jiji;achat;villa;4chbre Duplex dans Ismaël Coulibaly, Cocody à Vendre;90000000;180;500000;4;Cocody;;;https://jiji.co.ci/cocody/houses-apartments-for-sale/4chbre-duplex-dans-ismael-coulibaly-cocody-a-vendre-1GyyVsjOrjgJ64MoMWm6V5Bo.html;2026-05-02T00:28:16+00:00
jiji;achat;villa;4chbre Duplex dans Ismaël Coulibaly, Cocody à Vendre;650000;300;2167;4;Cocody;;;https://jiji.co.ci/cocody/houses-apartments-for-sale/4chbre-duplex-dans-ismael-coulibaly-cocody-a-vendre-oII2OCSbEJqoYWtnfhRuCXwW.html;2026-05-02T00:28:16+00:00
jiji;achat;appartement;3chbre Appartement dans 12, Cocody à Vendre;550000000;400;1375000;3;Cocody;;;https://jiji.co.ci/cocody/houses-apartments-for-sale/3chbre-appartement-dans-12-cocody-a-vendre-huha5I8oC2ByduJM7OILvEPY.html;2026-05-02T00:28:16+00:00
jiji;achat;villa;Furnished 6chbre Duplex dans Ismaël Coulibaly, Cocody à Vendre;165000000;300;550000;6;Cocody;;;https://jiji.co.ci/cocody/houses-apartments-for-sale/furnished-6chbre-duplex-dans-ismael-coulibaly-cocody-a-vendre-k94o1P9G1Dz1k64KJlawjyhz.html;2026-05-02T00:28:16+00:00
jiji;achat;villa;6chbre Duplex dans Zié Multi-Service, Bingerville à Vendre;110000000;280;392857;6;Bingerville;;;https://jiji.co.ci/bingerville/houses-apartments-for-sale/6chbre-duplex-dans-zie-multi-service-bingerville-a-vendre-mG0LcH9ho7ECeikVSznwWcmI.html;2026-05-02T00:28:16+00:00
jiji;achat;villa;Furnished 14chbre Duplex dans Zié Multi-Service, Cocody à Vendre;1000000000;2000;500000;14;Cocody;;;https://jiji.co.ci/cocody/houses-apartments-for-sale/furnished-14chbre-duplex-dans-zie-multi-service-cocody-a-vendre-nI2xcOmAXEBvQGvqC79VgWjV.html;2026-05-02T00:28:16+00:00
jiji;achat;villa;Furnished 4chbre Duplex dans Francis Gweh, Cocody à Vendre;430000000;600;716667;4;Cocody;;;https://jiji.co.ci/cocody/houses-apartments-for-sale/furnished-4chbre-duplex-dans-francis-gweh-cocody-a-vendre-pVch4fYSRWzjRgpCvQu74izB.html;2026-05-02T00:28:16+00:00
jiji;achat;villa;8chbre Duplex dans Ismaël Coulibaly, Bingerville à Vendre;170000000;200;850000;8;Bingerville;;;https://jiji.co.ci/bingerville/houses-apartments-for-sale/8chbre-duplex-dans-ismael-coulibaly-bingerville-a-vendre-8KVqoWymrMc0qrJk96mrgqQr.html;2026-05-02T00:28:16+00:00
jiji;achat;appartement;Furnished 20chbre Blocs d'appartements dans 1, Cocody à Vendre;920000000;950;968421;20;Cocody;;;https://jiji.co.ci/cocody/houses-apartments-for-sale/furnished-20chbre-blocs-dappartements-dans-1-cocody-a-vendre-5wfGebrV3zhi82Tb8oHzbR38.html;2026-05-02T00:28:16+00:00
jiji;achat;villa;6chbre Duplex dans Massa Immobilier, Cocody à Vendre;2500000000;2000;1250000;6;Cocody;;;https://jiji.co.ci/cocody/houses-apartments-for-sale/6chbre-duplex-dans-massa-immobilier-cocody-a-vendre-3mTWJyxMG6cSfkyIpsmFPcQE.html;2026-05-02T00:28:16+00:00
jiji;achat;villa;7chbre Duplex dans Ismaël Coulibaly, Cocody à Vendre;600000;300;2000;7;Cocody;;;https://jiji.co.ci/cocody/houses-apartments-for-sale/7chbre-duplex-dans-ismael-coulibaly-cocody-a-vendre-85lNSq8e0caUI6dt3c8huPzU.html;2026-05-02T00:28:16+00:00
jiji;achat;villa;5chbre Villa dans Gabonza, Cocody à Vendre;130000000;500;260000;5;Cocody;;;https://jiji.co.ci/cocody/houses-apartments-for-sale/5chbre-villa-dans-gabonza-cocody-a-vendre-3DnCpWyT9CNkyoDcOfnM9oWn.html;2026-05-02T00:28:16+00:00
jiji;achat;villa;6chbre Duplex dans Ismaël Coulibaly, Cocody à Vendre;1100000;400;2750;6;Cocody;;;https://jiji.co.ci/cocody/houses-apartments-for-sale/6chbre-duplex-dans-ismael-coulibaly-cocody-a-vendre-C5z1rliwakKc3UG1X4WX8vJa.html;2026-05-02T00:28:16+00:00
jiji;achat;appartement;9chbre Blocs d'appartements dans Ismaël Coulibaly, Le Plateau à Vendre;2500000;600;4167;9;Plateau;;;https://jiji.co.ci/le-plateau/houses-apartments-for-sale/9chbre-blocs-dappartements-dans-ismael-coulibaly-le-plateau-a-vendre-7r8QV3TYLYYvHGakVl8OchsM.html;2026-05-02T00:28:16+00:00
jiji;achat;villa;5chbre Duplex dans Palmeraie, Cocody à Vendre;170000000;250;680000;5;Cocody;Palmeraie;;https://jiji.co.ci/cocody/houses-apartments-for-sale/5chbre-duplex-dans-palmeraie-cocody-a-vendre-klhZXiQkvj46TAJUdN7kpSD2.html;2026-05-02T00:28:16+00:00
jiji;achat;villa;8chbre Duplex dans Golf Anterm, Cocody à Vendre;450000000;600;750000;8;Cocody;;;https://jiji.co.ci/cocody/houses-apartments-for-sale/8chbre-duplex-dans-golf-anterm-cocody-a-vendre-eUmM2HD2fIqhMRTDxPALEO9d.html;2026-05-02T00:28:16+00:00
jiji;achat;villa;Furnished 5chbre Duplex dans Ismaël Coulibaly, Cocody à Vendre;700000;2000;350;5;Cocody;;;https://jiji.co.ci/cocody/houses-apartments-for-sale/furnished-5chbre-duplex-dans-ismael-coulibaly-cocody-a-vendre-kO9xgLM2h3G0fApNSTn7IWrF.html;2026-05-02T00:28:16+00:00
jiji;achat;appartement;3chbre Blocs d'appartements dans Ismaël Coulibaly, Cocody à Vendre;1250000000;180;6944444;3;Cocody;;;https://jiji.co.ci/cocody/houses-apartments-for-sale/3chbre-blocs-dappartements-dans-ismael-coulibaly-cocody-a-vendre-tuMfxLknh5p5JG7qDqbPcxbD.html;2026-05-02T00:28:16+00:00
jiji;achat;villa;6chbre Duplex dans Rivera Abatta, Cocody à Vendre;175000000;300;583333;6;Cocody;;;https://jiji.co.ci/cocody/houses-apartments-for-sale/6chbre-duplex-dans-rivera-abatta-cocody-a-vendre-s1sqApkT0KohwUyjHrWDorV0.html;2026-05-02T00:28:16+00:00
jiji;achat;villa;Furnished 5chbre Duplex dans Yozalem, Cocody à Vendre;2500000;600;4167;5;Cocody;;;https://jiji.co.ci/cocody/houses-apartments-for-sale/furnished-5chbre-duplex-dans-yozalem-cocody-a-vendre-C4dROXKmTILvLWhbfp57YJGG.html;2026-05-02T00:28:16+00:00
jiji;achat;villa;5chbre Duplex dans Ismaël Coulibaly, Cocody à Vendre;285000000;300;950000;5;Cocody;;;https://jiji.co.ci/cocody/houses-apartments-for-sale/5chbre-duplex-dans-ismael-coulibaly-cocody-a-vendre-6bT2NiLR8lHAyONb8uF45h9Z.html;2026-05-02T00:28:16+00:00
jiji;achat;villa;Furnished 5chbre Duplex dans Ismaël Coulibaly, Cocody à Vendre;160000000;3000;53333;5;Cocody;;;https://jiji.co.ci/cocody/houses-apartments-for-sale/furnished-5chbre-duplex-dans-ismael-coulibaly-cocody-a-vendre-CxR8tQBkSWkGIEjG7KJSIf8s.html;2026-05-02T00:28:16+00:00
jiji;achat;maison;Furnished 8chbre Maison dans Ismael Coulibaly, Cocody à Vendre;450000000;3000;150000;8;Cocody;;;https://jiji.co.ci/cocody/houses-apartments-for-sale/furnished-8chbre-maison-dans-ismael-coulibaly-cocody-a-vendre-ld6Cr0sEWZhURwlOL01lNS2K.html;2026-05-02T00:28:16+00:00
jiji;achat;villa;6chbre Duplex dans Cocody à Vendre;2200000;300;7333;6;Cocody;;;https://jiji.co.ci/cocody/houses-apartments-for-sale/6chbre-duplex-dans-cocody-a-vendre-uFqimjfOSr9GcE4Lk2RnLlc.html;2026-05-02T00:28:16+00:00
jiji;achat;villa;6chbre Duplex dans Zié Multi-Service, Bingerville à Vendre;360000000;900;400000;6;Bingerville;;;https://jiji.co.ci/bingerville/houses-apartments-for-sale/6chbre-duplex-dans-zie-multi-service-bingerville-a-vendre-rX2ozeMn8uw68LU01iHCZlYl.html;2026-05-02T00:28:16+00:00
jiji;achat;villa;5chbre Duplex dans Ismaël Coulibaly, Cocody à Vendre;45000000;200;225000;5;Cocody;;;https://jiji.co.ci/cocody/houses-apartments-for-sale/5chbre-duplex-dans-ismael-coulibaly-cocody-a-vendre-1IqhF2gMDYhaTokaljlwipSw.html;2026-05-02T00:28:16+00:00
jiji;achat;villa;Furnished 5chbre Duplex dans Zié Multi-Service, Cocody à Vendre;95000000;200;475000;5;Cocody;;;https://jiji.co.ci/cocody/houses-apartments-for-sale/furnished-5chbre-duplex-dans-zie-multi-service-cocody-a-vendre-7pG6qPwq2NSYRC9jsyTnTvs8.html;2026-05-02T00:28:16+00:00
jiji;achat;villa;5chbre Duplex dans Francis Gweh, Cocody à Vendre;1200000000;1240;967742;5;Cocody;;;https://jiji.co.ci/cocody/houses-apartments-for-sale/5chbre-duplex-dans-francis-gweh-cocody-a-vendre-nt5ZqYoHvxNomZvfcfpP3K5X.html;2026-05-02T00:28:16+00:00
jiji;achat;;Mini-plat dans Yozalem, Cocody à Vendre;20000000;16;1250000;;Cocody;;;https://jiji.co.ci/cocody/houses-apartments-for-sale/mini-plat-dans-yozalem-cocody-a-vendre-iBvYOC1Iv1uSHlnesINEER4t.html;2026-05-02T00:28:16+00:00
jiji;achat;villa;Furnished 3chbre Duplex dans Ismael Coulibaly, Cocody à Vendre;150000000;300;500000;3;Cocody;;;https://jiji.co.ci/cocody/houses-apartments-for-sale/furnished-3chbre-duplex-dans-ismael-coulibaly-cocody-a-vendre-eNwSdOocM4sXBAqdSnZU2ske.html;2026-05-02T00:28:16+00:00
jiji;achat;villa;8chbre Duplex dans Ismaël Coulibaly, Cocody à Vendre;2000000;2000;1000;8;Cocody;;;https://jiji.co.ci/cocody/houses-apartments-for-sale/8chbre-duplex-dans-ismael-coulibaly-cocody-a-vendre-7r6iH3poanapuVOMCgk8MgS3.html;2026-05-02T00:28:16+00:00
jiji;achat;villa;4chbre Villa dans Cocody à Vendre;120000000;415;289157;4;Cocody;;;https://jiji.co.ci/cocody/houses-apartments-for-sale/4chbre-villa-dans-cocody-a-vendre-zF7TQwGt2Iygiu8GlpRWlv1Y.html;2026-05-02T00:28:16+00:00
jiji;achat;appartement;Furnished 20chbre Blocs d'appartements dans Zié Multi-Service, Cocody;3200000000;500;6400000;20;Cocody;;;https://jiji.co.ci/cocody/houses-apartments-for-sale/furnished-20chbre-blocs-dappartements-dans-zie-multi-service-cocody-f7I6bAa5GzuYERC5PG7LRTXe.html;2026-05-02T00:28:16+00:00
jiji;achat;villa;Meublé 8chbre Duplex dans Particulier, Cocody à Vendre;470000000;750;626667;8;Cocody;;;https://jiji.co.ci/cocody/houses-apartments-for-sale/meuble-8chbre-duplex-dans-particulier-cocody-a-vendre-1uD9i7PNr8wNd4WruL1UCrP4.html;2026-05-02T00:28:16+00:00
jiji;achat;villa;5chbre Duplex dans Asna Assie, Cocody à Vendre;95000000;200;475000;5;Cocody;;;https://jiji.co.ci/cocody/houses-apartments-for-sale/5chbre-duplex-dans-asna-assie-cocody-a-vendre-dpTAdT5MTfMiTPStkcLwyRhL.html;2026-05-02T00:28:16+00:00
jiji;achat;villa;4chbre Duplex dans Tcci Sarl, Bingerville à Vendre;140000000;200;700000;4;Bingerville;;;https://jiji.co.ci/bingerville/houses-apartments-for-sale/4chbre-duplex-dans-tcci-sarl-bingerville-a-vendre-maOtQsKMdXBsULK7kTKPBTLz.html;2026-05-02T00:28:16+00:00
jiji;achat;villa;4chbre Duplex dans Wins Group, Cocody à Vendre;170000000;250;680000;4;Cocody;;;https://jiji.co.ci/cocody/houses-apartments-for-sale/4chbre-duplex-dans-wins-group-cocody-a-vendre-90lkjD3rQqKUiWcIOFBD4faL.html;2026-05-02T00:28:16+00:00
jiji;achat;villa;7chbre Duplex dans Yozalem Business, Cocody à Vendre;350000000;235;1489362;7;Cocody;;;https://jiji.co.ci/cocody/houses-apartments-for-sale/7chbre-duplex-dans-yozalem-business-cocody-a-vendre-oFSulJXTbkLz2P2qRUlKbqB1.html;2026-05-02T00:28:16+00:00
jiji;achat;villa;6chbre Duplex dans Ismaël Coulibaly, Cocody à Vendre;160000000;200;800000;6;Cocody;;;https://jiji.co.ci/cocody/houses-apartments-for-sale/6chbre-duplex-dans-ismael-coulibaly-cocody-a-vendre-hDFDhioPUPEn1rrR5rblKBAp.html;2026-05-02T00:28:16+00:00
jiji;achat;villa;Meublé 4chbre Duplex dans Elite Immobilier, Cocody à Vendre;350000000;450;777778;4;Cocody;;;https://jiji.co.ci/cocody/houses-apartments-for-sale/meuble-4chbre-duplex-dans-elite-immobilier-cocody-a-vendre-fYTGZz4iR6ocsssv4h5gZrwg.html;2026-05-02T00:28:16+00:00
jiji;achat;villa;5chbre Duplex dans Klay'Services, Cocody à Vendre;275000000;500;550000;5;Cocody;;;https://jiji.co.ci/cocody/houses-apartments-for-sale/5chbre-duplex-dans-klayservices-cocody-a-vendre-2X7MsAPeS1Jfa3enpi6pYaZA.html;2026-05-02T00:28:16+00:00
jiji;achat;villa;5chbre Duplex dans Mr Kimou, Cocody à Vendre;250000000;315;793651;5;Cocody;;;https://jiji.co.ci/cocody/houses-apartments-for-sale/5chbre-duplex-dans-mr-kimou-cocody-a-vendre-19SYXQSYKj9qq3DHdb88pseR.html;2026-05-02T00:28:16+00:00
jiji;achat;appartement;6chbre Appartement dans Francis Gweh, Cocody à Vendre;500000000;300;1666667;6;Cocody;;;https://jiji.co.ci/cocody/houses-apartments-for-sale/6chbre-appartement-dans-francis-gweh-cocody-a-vendre-wFgtrUJlAnIlZv3QDo8sXsHZ.html;2026-05-02T00:28:16+00:00
jiji;achat;villa;4chbre Duplex dans Francis Gweh, Cocody à Vendre;200000000;273;732601;4;Cocody;;;https://jiji.co.ci/cocody/houses-apartments-for-sale/4chbre-duplex-dans-francis-gweh-cocody-a-vendre-XOExKmAYYcvMT1BoHD6R9EO.html;2026-05-02T00:28:16+00:00
jiji;achat;villa;4chbre Duplex dans Yozalem, Cocody à Vendre;70000000;200;350000;4;Cocody;;;https://jiji.co.ci/cocody/houses-apartments-for-sale/4chbre-duplex-dans-yozalem-cocody-a-vendre-cvFj4fcAc1f0KUal20bIuIUe.html;2026-05-02T00:28:16+00:00
jiji;achat;villa;12chbre Duplex dans Elite Immobilier, Cocody à Vendre;350000000;517;676983;12;Cocody;;;https://jiji.co.ci/cocody/houses-apartments-for-sale/12chbre-duplex-dans-elite-immobilier-cocody-a-vendre-5cfypfkYHkBFTjVzwXHcGnND.html;2026-05-02T00:28:16+00:00
jiji;achat;villa;12chbre Duplex dans Cocody à Vendre;420000000;700;600000;12;Cocody;;;https://jiji.co.ci/cocody/houses-apartments-for-sale/12chbre-duplex-dans-cocody-a-vendre-rv0ZXFqEgKur0igSJuBmM8Il.html;2026-05-02T00:28:16+00:00
jiji;achat;villa;9chbre Duplex dans Elite Immobilier, Cocody à Vendre;750000000;545;1376147;9;Cocody;;;https://jiji.co.ci/cocody/houses-apartments-for-sale/9chbre-duplex-dans-elite-immobilier-cocody-a-vendre-1oPOlh5fCZmqUwuknIQLQB7D.html;2026-05-02T00:28:16+00:00
jiji;achat;maison;1chbre Maison de ville/terrasse dans Kimou Patrice, Bingerville;25000000;80;312500;1;Bingerville;;;https://jiji.co.ci/bingerville/houses-apartments-for-sale/1chbre-maison-de-ville-terrasse-dans-kimou-patrice-bingerville-B07ccqoQjTyLPFrArF8sWNKA.html;2026-05-02T00:28:16+00:00
jiji;achat;appartement;2chbre Blocs d'appartements dans Ismael Coulibaly, Cocody à Vendre;65000000;100;650000;2;Cocody;;;https://jiji.co.ci/cocody/houses-apartments-for-sale/2chbre-blocs-dappartements-dans-ismael-coulibaly-cocody-a-vendre-iWcLCKjV6As7PeamnU051b3r.html;2026-05-02T00:28:16+00:00
jiji;achat;villa;7chbre Duplex dans Cocody à Vendre;350000000;450;777778;7;Cocody;;;https://jiji.co.ci/cocody/houses-apartments-for-sale/7chbre-duplex-dans-cocody-a-vendre-agJgETUn0a8WTvayIT30uAD9.html;2026-05-02T00:28:16+00:00
jiji;achat;villa;4chbre Duplex dans Ismaël Coulibaly, Cocody à Vendre;75000000;3000;25000;4;Cocody;;;https://jiji.co.ci/cocody/houses-apartments-for-sale/4chbre-duplex-dans-ismael-coulibaly-cocody-a-vendre-5DCr7yEN6Z8wKppZP7Q86m7l.html;2026-05-02T00:28:16+00:00
jiji;achat;villa;5chbre Duplex dans Duplex, Cocody à Vendre;210000000;250;840000;5;Cocody;;;https://jiji.co.ci/cocody/houses-apartments-for-sale/5chbre-duplex-dans-duplex-cocody-a-vendre-u2CYZu6Yf7Nqmo7nt1sDacPI.html;2026-05-02T00:28:16+00:00
jiji;achat;villa;5chbre Duplex dans G.F.J Immobilier, Cocody à Vendre;1200000000;1240;967742;5;Cocody;;;https://jiji.co.ci/cocody/houses-apartments-for-sale/5chbre-duplex-dans-g-f-j-immobilier-cocody-a-vendre-ri6TITXuBm0hvPLwhNDGfB7G.html;2026-05-02T00:28:16+00:00
jiji;achat;villa;11chbre Duplex dans Villa Duplex, Cocody à Vendre;300000000;600;500000;11;Cocody;;;https://jiji.co.ci/cocody/houses-apartments-for-sale/11chbre-duplex-dans-villa-duplex-cocody-a-vendre-k9htQ2nVB3wckmZynxKq7gn9.html;2026-05-02T00:28:16+00:00
jiji;achat;villa;4chbre Duplex dans Cocody à Vendre;280000000;200;1400000;4;Cocody;;;https://jiji.co.ci/cocody/houses-apartments-for-sale/4chbre-duplex-dans-cocody-a-vendre-z6CdnkXS5iKCVIWNNbLKNluD.html;2026-05-02T00:28:16+00:00
jiji;achat;villa;5chbre Duplex dans Angré Djorogobité, Cocody à Vendre;120000000;300;400000;5;Cocody;Angré;;https://jiji.co.ci/cocody/houses-apartments-for-sale/5chbre-duplex-dans-angre-djorogobite-cocody-a-vendre-oOjLHP4kJZk6SJ6LT1i2r31f.html;2026-05-02T00:28:16+00:00
jiji;achat;villa;20chbre Duplex dans Ismaël Coulibaly, Cocody à Vendre;3000000000;500;6000000;20;Cocody;;;https://jiji.co.ci/cocody/houses-apartments-for-sale/20chbre-duplex-dans-ismael-coulibaly-cocody-a-vendre-Cse6yrLaz7WDgxad7mCCv7Cx.html;2026-05-02T00:28:16+00:00
jiji;achat;villa;16chbre Duplex dans Francis Gweh, Cocody à Vendre;1500000000;1100;1363636;16;Cocody;;;https://jiji.co.ci/cocody/houses-apartments-for-sale/16chbre-duplex-dans-francis-gweh-cocody-a-vendre-aJAnEpv7PfG0PcN714ioK5WW.html;2026-05-02T00:28:16+00:00
jiji;achat;villa;20chbre Duplex dans Ismael Coulibaly, Cocody à Vendre;1400000000;5000;280000;20;Cocody;;;https://jiji.co.ci/cocody/houses-apartments-for-sale/20chbre-duplex-dans-ismael-coulibaly-cocody-a-vendre-fvW5dGyEKtTufgIdpiAKZOi3.html;2026-05-02T00:28:16+00:00
